smi,mass,z,ccs,name,superclass,class,subclass,adduct,tag
N#CC1(NC(=O)CSc2nnc(NC3CC3)s2)CCCCC1,338.1104,1,178.82,"N-(1-cyanocyclohexyl)-2-{[5-(cyclopropylamino)-1,3,4-thiadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
N#CC1(NC(=O)CSc2nnc(NC3CC3)s2)CCCCC1,336.0958,-1,178.8,"N-(1-cyanocyclohexyl)-2-{[5-(cyclopropylamino)-1,3,4-thiadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(-c2ccccc2)o1)N(Cc1ccco1)C1=CCCCC1,394.1231,-1,191.81,"N-(cyclohex-1-en-1-yl)-N-(furan-2-ylmethyl)-2-[(5-phenyl-1,3,4-oxadiazol-2-yl)sulfanyl]acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CN(Cc1ccccc1)C(=O)CSc1nnc(-c2cccnc2)o1,341.1067,1,172.23,"N-benzyl-N-methyl-2-{[5-(pyridin-3-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2ccccc2Br)o1)NCC(F)(F)F,395.9624,1,167.52,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(2,2,2-trifluoroethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2ccccc2Br)o1)NCC(F)(F)F,393.9478,-1,176.48,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(2,2,2-trifluoroethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1ccc(-c2csc3ncnc(Sc4ccc(S(=O)(=O)N5CCOCC5)cn4)c23)cc1,485.077,1,216.43,"4-(6-{[5-(4-methylphenyl)thieno[2,3-d]pyrimidin-4-yl]sulfanyl}pyridin-3-ylsulfonyl)morpholine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnnn1C1CC1)C(=O)C12CC3CC(CC(C3)C1)C2,333.1744,1,179.24,"1-(adamantan-1-yl)-2-[(1-cyclopropyl-1,2,3,4-tetrazol-5-yl)sulfanyl]propan-1-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnnn1C1CC1)C(=O)C12CC3CC(CC(C3)C1)C2,355.1563,1,188.14,"1-(adamantan-1-yl)-2-[(1-cyclopropyl-1,2,3,4-tetrazol-5-yl)sulfanyl]propan-1-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,354.874,-1,170.35,Bithionol,Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,CCSBASE
Cc1ccc(C2=NN(C(=O)CSc3nnc(-c4ccco4)n3C)C(c3ccco3)C2)cc1,448.1438,1,213.78,"1-[5-(furan-2-yl)-3-(4-methylphenyl)-4,5-dihydropyrazol-1-yl]-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1ccc(C2=NN(C(=O)CSc3nnc(-c4ccco4)n3C)C(c3ccco3)C2)cc1,470.1257,1,211.38,"1-[5-(furan-2-yl)-3-(4-methylphenyl)-4,5-dihydropyrazol-1-yl]-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CC(C)(C)c1nc(CSc2nnc(N3CCCC3)n2C2CC2)no1,349.1805,1,186.42,"5-tert-butyl-3-({[4-cyclopropyl-5-(pyrrolidin-1-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1coc(-c2nnc(SCc3coc(-c4cccs4)n3)o2)c1,332.0158,1,172.64,"2-(furan-2-yl)-5-({[2-(thiophen-2-yl)-1,3-oxazol-4-yl]methyl}sulfanyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1coc(-c2nnc(SCc3coc(-c4cccs4)n3)o2)c1,353.9978,1,180.4,"2-(furan-2-yl)-5-({[2-(thiophen-2-yl)-1,3-oxazol-4-yl]methyl}sulfanyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CC(c1ccncc1)n1nccc1NC(=O)c1cccnc1Sc1ccccc1,402.1383,1,198.85,2-(phenylsulfanyl)-N-{2-[1-(pyridin-4-yl)ethyl]pyrazol-3-yl}pyridine-3-carboxamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(c1ccncc1)n1nccc1NC(=O)c1cccnc1Sc1ccccc1,400.1238,-1,198.76,2-(phenylsulfanyl)-N-{2-[1-(pyridin-4-yl)ethyl]pyrazol-3-yl}pyridine-3-carboxamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cn1c(SCC(=O)N(Cc2ccccc2)Cc2ccccc2)nnc1-c1ccco1,419.1536,1,203.15,"N,N-dibenzyl-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1c(SCC(=O)N(Cc2ccccc2)Cc2ccccc2)nnc1-c1ccco1,417.1391,-1,199.82,"N,N-dibenzyl-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CN(Cc1ccccc1F)C(=O)CSc1nnc(-c2cccs2)n1C1CC1,403.1057,1,193.25,"2-{[4-cyclopropyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-N-[(2-fluorophenyl)methyl]-N-methylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCn1c(SCc2nnc(-c3ccccc3)o2)nnc1-c1ccoc1C,368.1176,1,187.19,"2-({[4-ethyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-phenyl-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCn1c(SCc2nnc(-c3ccccc3)o2)nnc1-c1ccoc1C,390.0995,1,198.27,"2-({[4-ethyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-phenyl-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
c1ccc(-n2c(Sc3cnccn3)nnc2-c2cccs2)cc1,338.0529,1,173.17,"2-{[4-phenyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}pyrazine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1ccc(-n2c(Sc3cnccn3)nnc2-c2cccs2)cc1,336.0383,-1,171.25,"2-{[4-phenyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}pyrazine",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1occc1-c1nnc(SCC(=O)c2cc(C)n(C3CC3)c2C)o1,358.122,1,188.46,"1-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)-2-{[5-(2-methylfuran-3-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1occc1-c1nnc(SCC(=O)c2cc(C)n(C3CC3)c2C)o1,380.1039,1,197.78,"1-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)-2-{[5-(2-methylfuran-3-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
COCCn1cnnc1SCC(=O)c1cc(C)n(Cc2ccccc2)c1C,385.1693,1,199.71,"1-(1-benzyl-2,5-dimethylpyrrol-3-yl)-2-{[4-(2-methoxyethyl)-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1nnc(SCC(=O)N2CC=C(c3ccccc3)CC2)n1C1CC1,355.1587,1,186.56,"2-[(4-cyclopropyl-5-methyl-1,2,4-triazol-3-yl)sulfanyl]-1-(4-phenyl-3,6-dihydro-2H-pyridin-1-yl)ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1nnc(SCC(=O)N2CC=C(c3ccccc3)CC2)n1C1CC1,353.1442,-1,195.1,"2-[(4-cyclopropyl-5-methyl-1,2,4-triazol-3-yl)sulfanyl]-1-(4-phenyl-3,6-dihydro-2H-pyridin-1-yl)ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1ccccn1)N(C1=CCCCC1)C1CC1,289.1369,1,167.99,N-(cyclohex-1-en-1-yl)-N-cyclopropyl-2-(pyridin-2-ylsulfanyl)acetamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(NCC(c1ccc(F)cc1)N1CCOCC1)c1cccnc1Sc1ccccc1,436.15,-1,216.53,N-[2-(4-fluorophenyl)-2-(morpholin-4-yl)ethyl]-2-(phenylsulfanyl)pyridine-3-carboxamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
c1csc(Cn2nnnc2SCc2coc(-c3cccs3)n2)c1,362.0198,1,179.19,"5-({[2-(thiophen-2-yl)-1,3-oxazol-4-yl]methyl}sulfanyl)-1-(thiophen-2-ylmethyl)-1,2,3,4-tetrazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1coc(Cn2c(SCc3noc(-c4cccs4)n3)nnc2C2CC2)c1,386.074,1,187.31,"3-({[5-cyclopropyl-4-(furan-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-(thiophen-2-yl)-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1coc(Cn2c(SCc3noc(-c4cccs4)n3)nnc2C2CC2)c1,408.0559,1,196.66,"3-({[5-cyclopropyl-4-(furan-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-(thiophen-2-yl)-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1cc(C(=O)CSc2nnc(NC3CC3)s2)c(C)n1CC(F)(F)F,389.0723,-1,185.23,"2-{[5-(cyclopropylamino)-1,3,4-thiadiazol-2-yl]sulfanyl}-1-[2,5-dimethyl-1-(2,2,2-trifluoroethyl)pyrrol-3-yl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(C)(C)C(=O)CSc1nnc(Nc2ccccc2F)s1,326.0792,1,178.68,"1-({5-[(2-fluorophenyl)amino]-1,3,4-thiadiazol-2-yl}sulfanyl)-3,3-dimethylbutan-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(C)(C)C(=O)CSc1nnc(Nc2ccccc2F)s1,324.0646,-1,178.22,"1-({5-[(2-fluorophenyl)amino]-1,3,4-thiadiazol-2-yl}sulfanyl)-3,3-dimethylbutan-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1nnc(SCc2nc(-c3cccs3)no2)n1C1CC1,320.0634,1,170.3,"5-{[(4-cyclopropyl-5-methyl-1,2,4-triazol-3-yl)sulfanyl]methyl}-3-(thiophen-2-yl)-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnc(-c2cccs2)n1C1CC1)C(=O)NCC1CCCO1,379.1257,1,192.19,"2-{[4-cyclopropyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-N-(oxolan-2-ylmethyl)propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnc(-c2cccs2)n1C1CC1)C(=O)NCC1CCCO1,377.1111,-1,196.08,"2-{[4-cyclopropyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-N-(oxolan-2-ylmethyl)propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(-c2ccco2)o1)N1CCCC1,280.075,1,162.14,"2-{[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}-1-(pyrrolidin-1-yl)ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
C=CCNC(=O)CSc1nc(-c2ccccc2)cs1,291.062,1,166.85,"2-[(4-phenyl-1,3-thiazol-2-yl)sulfanyl]-N-(prop-2-en-1-yl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnc(C2CC2)n1Cc1ccccc1)C(=O)NCC1CCCO1,387.1849,1,196.77,"2-[(4-benzyl-5-cyclopropyl-1,2,4-triazol-3-yl)sulfanyl]-N-(oxolan-2-ylmethyl)propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnc(C2CC2)n1Cc1ccccc1)C(=O)NCC1CCCO1,385.1704,-1,203.18,"2-[(4-benzyl-5-cyclopropyl-1,2,4-triazol-3-yl)sulfanyl]-N-(oxolan-2-ylmethyl)propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1ccc(SC(C)C(=O)NC2CCCCC2)cc1,278.1573,1,168.87,N-cyclohexyl-2-[(4-methylphenyl)sulfanyl]propanamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1ccc(SC(C)C(=O)NC2CCCCC2)cc1,300.1393,1,177.75,N-cyclohexyl-2-[(4-methylphenyl)sulfanyl]propanamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cn1cnnc1SCC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,402.0786,1,197.09,"1-[3-(4-chlorophenyl)-5-(furan-2-yl)-4,5-dihydropyrazol-1-yl]-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1cnnc1SCC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,400.064,-1,199.32,"1-[3-(4-chlorophenyl)-5-(furan-2-yl)-4,5-dihydropyrazol-1-yl]-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(Sc1nnc(NCc2ccco2)s1)C(=O)Nc1ccccc1,361.0787,1,189.84,"2-({5-[(furan-2-ylmethyl)amino]-1,3,4-thiadiazol-2-yl}sulfanyl)-N-phenylpropanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(Sc1nnc(NCc2ccco2)s1)C(=O)Nc1ccccc1,359.0642,-1,187.87,"2-({5-[(furan-2-ylmethyl)amino]-1,3,4-thiadiazol-2-yl}sulfanyl)-N-phenylpropanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1onc(-c2ccccc2)c1-c1nnc(CSc2ncccn2)o1,352.0863,1,183.93,"2-({[5-(5-methyl-3-phenyl-1,2-oxazol-4-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)pyrimidine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1onc(-c2ccccc2)c1-c1nnc(CSc2ncccn2)o1,374.0682,1,191.08,"2-({[5-(5-methyl-3-phenyl-1,2-oxazol-4-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)pyrimidine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CCNC(=O)NC(=O)CSc1nnc(N2CCCCC2)n1C1CC1,353.1754,1,186.94,"1-(2-{[4-cyclopropyl-5-(piperidin-1-yl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-3-ethylurea",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCNC(=O)NC(=O)CSc1nnc(N2CCCCC2)n1C1CC1,351.1609,-1,183.42,"1-(2-{[4-cyclopropyl-5-(piperidin-1-yl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-3-ethylurea",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(C)(C)N(Cc1ccccc1)C(=O)CSc1nnc(NC2CC2)s1,377.1464,1,193.06,"N-benzyl-N-tert-butyl-2-{[5-(cyclopropylamino)-1,3,4-thiadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(C)(C)N(Cc1ccccc1)C(=O)CSc1nnc(NC2CC2)s1,375.1319,-1,188.25,"N-benzyl-N-tert-butyl-2-{[5-(cyclopropylamino)-1,3,4-thiadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CCCNC(=O)CSc1nnc(C(F)(F)F)n1C,283.0835,1,159.07,"2-{[4-methyl-5-(trifluoromethyl)-1,2,4-triazol-3-yl]sulfanyl}-N-propylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCCNC(=O)CSc1nnc(C(F)(F)F)n1C,281.0689,-1,154.94,"2-{[4-methyl-5-(trifluoromethyl)-1,2,4-triazol-3-yl]sulfanyl}-N-propylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(NCCSc1ccc(Cl)cc1)NCc1nnc2n1CCCCC2,380.1306,1,181.5,"1-{2-[(4-chlorophenyl)sulfanyl]ethyl}-3-{5H,6H,7H,8H,9H-[1,2,4]triazolo[4,3-a]azepin-3-ylmethyl}urea",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(NCCSc1ccc(Cl)cc1)NCc1nnc2n1CCCCC2,378.1161,-1,203.25,"1-{2-[(4-chlorophenyl)sulfanyl]ethyl}-3-{5H,6H,7H,8H,9H-[1,2,4]triazolo[4,3-a]azepin-3-ylmethyl}urea",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(N2CCCC2)n1C1CC1)NCc1ccc(Cl)cc1,392.1306,1,181.52,"N-[(4-chlorophenyl)methyl]-2-{[4-cyclopropyl-5-(pyrrolidin-1-yl)-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1csc(SCC(=O)NC(C)C23CC4CC(CC(C4)C2)C3)n1,351.1559,1,191.96,"N-[1-(adamantan-1-yl)ethyl]-2-[(4-methyl-1,3-thiazol-2-yl)sulfanyl]acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1csc(SCC(=O)NC(C)C23CC4CC(CC(C4)C2)C3)n1,373.1379,1,193.67,"N-[1-(adamantan-1-yl)ethyl]-2-[(4-methyl-1,3-thiazol-2-yl)sulfanyl]acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cn1nnnc1SCC(=O)c1ccc2c(c1)OCCCO2,307.0859,1,172.01,"1-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-2-[(1-methyl-1,2,3,4-tetrazol-5-yl)sulfanyl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1nnnc1SCC(=O)c1ccc2c(c1)OCCCO2,305.0714,-1,173.23,"1-(3,4-dihydro-2H-1,5-benzodioxepin-7-yl)-2-[(1-methyl-1,2,3,4-tetrazol-5-yl)sulfanyl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1n[nH]c(-c2cccs2)n1)N1CCC(c2ccccc2)=N1,370.0791,1,191.83,"1-(3-phenyl-4,5-dihydropyrazol-1-yl)-2-{[5-(thiophen-2-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1n[nH]c(-c2cccs2)n1)N1CCC(c2ccccc2)=N1,368.0645,-1,176.17,"1-(3-phenyl-4,5-dihydropyrazol-1-yl)-2-{[5-(thiophen-2-yl)-4H-1,2,4-triazol-3-yl]sulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=S(=O)(c1ccc(Sc2nnc(-c3ccc4c(c3)OCO4)o2)nc1)N1CCCCC1,447.0791,1,209.21,"2-{[5-(2H-1,3-benzodioxol-5-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}-5-(piperidine-1-sulfonyl)pyridine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=S(=O)(c1ccc(Sc2nnc(-c3ccc4c(c3)OCO4)o2)nc1)N1CCCCC1,469.0611,1,212.97,"2-{[5-(2H-1,3-benzodioxol-5-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}-5-(piperidine-1-sulfonyl)pyridine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
O=S(=O)(c1ccc(Sc2nnc(-c3ccc4c(c3)OCO4)o2)nc1)N1CCCCC1,445.0646,-1,218.69,"2-{[5-(2H-1,3-benzodioxol-5-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}-5-(piperidine-1-sulfonyl)pyridine",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)NCC1CCCO1,407.1536,1,207.04,"2-[(5,6-diphenyl-1,2,4-triazin-3-yl)sulfanyl]-N-(oxolan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)NCC1CCCO1,429.1356,1,198.73,"2-[(5,6-diphenyl-1,2,4-triazin-3-yl)sulfanyl]-N-(oxolan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)NCC1CCCO1,405.1391,-1,205.2,"2-[(5,6-diphenyl-1,2,4-triazin-3-yl)sulfanyl]-N-(oxolan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,404.03,1,186.47,Fluthiacet-methyl,Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,CCSBASE
O=C(CSc1nnc(-c2cccs2)o1)N(C1=CCCCC1)C1CC1,362.0991,1,187.04,"N-(cyclohex-1-en-1-yl)-N-cyclopropyl-2-{[5-(thiophen-2-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2cccs2)o1)N(C1=CCCCC1)C1CC1,384.0811,1,195.92,"N-(cyclohex-1-en-1-yl)-N-cyclopropyl-2-{[5-(thiophen-2-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1ccc(NC(=O)C(C)Sc2n[nH]c(N)n2)cc1F,296.0976,1,176.53,"2-[(5-amino-2H-1,2,4-triazol-3-yl)sulfanyl]-N-(3-fluoro-4-methylphenyl)propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1ccc(NC(=O)C(C)Sc2n[nH]c(N)n2)cc1F,294.083,-1,167.13,"2-[(5-amino-2H-1,2,4-triazol-3-yl)sulfanyl]-N-(3-fluoro-4-methylphenyl)propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
C=CCn1c(C)cc(C(=O)CSc2nnc(-c3ccco3)n2Cc2ccccc2)c1C,433.1693,1,208.44,"2-{[4-benzyl-5-(furan-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-1-[2,5-dimethyl-1-(prop-2-en-1-yl)pyrrol-3-yl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
C=CCn1c(C)cc(C(=O)CSc2nnc(-c3ccco3)n2Cc2ccccc2)c1C,455.1512,1,211.5,"2-{[4-benzyl-5-(furan-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-1-[2,5-dimethyl-1-(prop-2-en-1-yl)pyrrol-3-yl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
C=CCn1c(C)cc(C(=O)CSc2nnc(-c3ccco3)n2Cc2ccccc2)c1C,431.1547,-1,205.82,"2-{[4-benzyl-5-(furan-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-1-[2,5-dimethyl-1-(prop-2-en-1-yl)pyrrol-3-yl]ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(C)c1nnc(SCc2nc(-c3cccs3)no2)n1Cc1ccco1,388.0896,1,184.02,"5-({[4-(furan-2-ylmethyl)-5-isopropyl-1,2,4-triazol-3-yl]sulfanyl}methyl)-3-(thiophen-2-yl)-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(C)c1nnc(SCc2nc(-c3cccs3)no2)n1Cc1ccco1,410.0716,1,193.59,"5-({[4-(furan-2-ylmethyl)-5-isopropyl-1,2,4-triazol-3-yl]sulfanyl}methyl)-3-(thiophen-2-yl)-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CC1CCCCC1NC(=O)CSc1nnc(-c2ccccc2Br)o1,410.0532,1,193.71,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(2-methylcyclohexyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC1CCCCC1NC(=O)CSc1nnc(-c2ccccc2Br)o1,432.0352,1,200.38,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(2-methylcyclohexyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CC1CCCCC1NC(=O)CSc1nnc(-c2ccccc2Br)o1,408.0387,-1,195.64,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(2-methylcyclohexyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Clc1snnc1CSc1nnc(-c2cccnc2)o1,311.9775,1,167.74,"3-(5-{[(5-chloro-1,2,3-thiadiazol-4-yl)methyl]sulfanyl}-1,3,4-oxadiazol-2-yl)pyridine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Clc1snnc1CSc1nnc(-c2cccnc2)o1,309.963,-1,154.73,"3-(5-{[(5-chloro-1,2,3-thiadiazol-4-yl)methyl]sulfanyl}-1,3,4-oxadiazol-2-yl)pyridine",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
