smi,mass,z,ccs,name,superclass,class,subclass,adduct,tag
Fc1ccccc1SCc1nnc(-c2ccccc2Br)o1,364.9754,1,167.72,"2-(2-bromophenyl)-5-{[(2-fluorophenyl)sulfanyl]methyl}-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1nc(CSc2nnc(-c3ccc(Br)o3)n2Cc2ccccc2)no1,432.0124,1,191.69,"3-({[4-benzyl-5-(5-bromofuran-2-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-methyl-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1nc(CSc2nnc(-c3ccc(Br)o3)n2Cc2ccccc2)no1,453.9944,1,198.89,"3-({[4-benzyl-5-(5-bromofuran-2-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-methyl-1,2,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
COc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Sc2nncn2C)cc1,411.0347,1,188.07,"N-{5-chloro-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]phenyl}-4-methoxybenzenesulfonamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
COc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Sc2nncn2C)cc1,433.0166,1,193.4,"N-{5-chloro-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]phenyl}-4-methoxybenzenesulfonamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
COc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Sc2nncn2C)cc1,409.0201,-1,186.79,"N-{5-chloro-2-[(4-methyl-1,2,4-triazol-3-yl)sulfanyl]phenyl}-4-methoxybenzenesulfonamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CNC(=O)NC(=O)CSc1nnc(N2CCC(C)CC2)n1C1CC1,353.1754,1,185.13,"1-(2-{[4-cyclopropyl-5-(4-methylpiperidin-1-yl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-3-methylurea",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CNC(=O)NC(=O)CSc1nnc(N2CCC(C)CC2)n1C1CC1,351.1609,-1,182.2,"1-(2-{[4-cyclopropyl-5-(4-methylpiperidin-1-yl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-3-methylurea",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(NCc2ccco2)s1)NC1CCCC1,339.0944,1,186.42,"N-cyclopentyl-2-({5-[(furan-2-ylmethyl)amino]-1,3,4-thiadiazol-2-yl}sulfanyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
COCCn1cnnc1SCc1nnc(-c2ccc(Br)cc2)o1,396.0124,1,188.75,"2-(4-bromophenyl)-5-({[4-(2-methoxyethyl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
COCCn1cnnc1SCc1nnc(-c2ccc(Br)cc2)o1,393.9979,-1,182.86,"2-(4-bromophenyl)-5-({[4-(2-methoxyethyl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CCC(c1nnc(SCc2csc(-c3ccsc3)n2)n1Cc1ccccc1)N(C)C,456.1345,1,210.54,"{1-[4-benzyl-5-({[2-(thiophen-3-yl)-1,3-thiazol-4-yl]methyl}sulfanyl)-1,2,4-triazol-3-yl]propyl}dimethylamine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1occc1-c1nnc(SCc2c(F)cccc2Cl)n1C,338.0525,1,173.57,"3-{[(2-chloro-6-fluorophenyl)methyl]sulfanyl}-4-methyl-5-(2-methylfuran-3-yl)-1,2,4-triazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1cc(COC(=O)c2ccccc2Sc2ccccc2C#N)no1,351.0798,1,177.65,"(5-methyl-1,2-oxazol-3-yl)methyl 2-[(2-cyanophenyl)sulfanyl]benzoate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1cc(COC(=O)c2ccccc2Sc2ccccc2C#N)no1,373.0617,1,181.15,"(5-methyl-1,2-oxazol-3-yl)methyl 2-[(2-cyanophenyl)sulfanyl]benzoate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1cc(COC(=O)c2ccccc2Sc2ccccc2C#N)no1,349.0652,-1,181.81,"(5-methyl-1,2-oxazol-3-yl)methyl 2-[(2-cyanophenyl)sulfanyl]benzoate",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CN(C)C(=O)CSc1nnc(Cc2cccs2)n1C1CCCCC1,365.1464,1,187.82,"2-{[4-cyclohexyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}-N,N-dimethylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CN(C)C(=O)CSc1nnc(Cc2cccs2)n1C1CCCCC1,387.1284,1,194.32,"2-{[4-cyclohexyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}-N,N-dimethylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
c1cnc(Sc2nc(CN3CCOCC3)nc3scc(-c4cccs4)c23)nc1,428.0668,1,196.2,"4-{[4-(pyrimidin-2-ylsulfanyl)-5-(thiophen-2-yl)thieno[2,3-d]pyrimidin-2-yl]methyl}morpholine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1coc(-c2nnc(CSc3nnc(-c4ccco4)o3)o2)c1,317.0339,1,170.36,"2-(furan-2-yl)-5-({[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCn1c(SC(C)C(N)=O)nnc1-c1ccco1,267.091,1,157.3,"2-{[4-ethyl-5-(furan-2-yl)-1,2,4-triazol-3-yl]sulfanyl}propanamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CN(Cc1ccc(-c2ccc(Cl)cc2)o1)C(=O)CSc1n[nH]c(-c2ccncc2)n1,440.0942,1,194.02,"N-{[5-(4-chlorophenyl)furan-2-yl]methyl}-N-methyl-2-{[5-(pyridin-4-yl)-2H-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CN(Cc1ccc(-c2ccc(Cl)cc2)o1)C(=O)CSc1n[nH]c(-c2ccncc2)n1,438.0797,-1,206.22,"N-{[5-(4-chlorophenyl)furan-2-yl]methyl}-N-methyl-2-{[5-(pyridin-4-yl)-2H-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CCOC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(-c3ccncc3)n2C)c1C,414.1594,1,194.79,"ethyl 2,4-dimethyl-5-(2-{[4-methyl-5-(pyridin-4-yl)-1,2,4-triazol-3-yl]sulfanyl}propanoyl)-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCOC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(-c3ccncc3)n2C)c1C,436.1414,1,198.57,"ethyl 2,4-dimethyl-5-(2-{[4-methyl-5-(pyridin-4-yl)-1,2,4-triazol-3-yl]sulfanyl}propanoyl)-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CCOC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(-c3ccncc3)n2C)c1C,412.1449,-1,193.68,"ethyl 2,4-dimethyl-5-(2-{[4-methyl-5-(pyridin-4-yl)-1,2,4-triazol-3-yl]sulfanyl}propanoyl)-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CCc1nn2c(=O)cc(CSc3nnc(N4CCOCC4)n3Cc3ccccc3)nc2s1,470.1427,1,216.94,"7-({[4-benzyl-5-(morpholin-4-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-2-ethyl-[1,3,4]thiadiazolo[3,2-a]pyrimidin-5-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCc1nn2c(=O)cc(CSc3nnc(N4CCOCC4)n3Cc3ccccc3)nc2s1,468.1282,-1,209.61,"7-({[4-benzyl-5-(morpholin-4-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-2-ethyl-[1,3,4]thiadiazolo[3,2-a]pyrimidin-5-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nnc(-c2ccco2)n1CC(C)C,431.1748,1,205.4,"ethyl 4-(2-{[5-(furan-2-yl)-4-(2-methylpropyl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-2,5-dimethyl-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nnc(-c2ccco2)n1CC(C)C,429.1602,-1,193.0,"ethyl 4-(2-{[5-(furan-2-yl)-4-(2-methylpropyl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-2,5-dimethyl-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1csc(SCC(=O)N(C)Cc2ccccc2C)n1,307.0933,1,171.91,"N-methyl-2-[(4-methyl-1,3-thiazol-2-yl)sulfanyl]-N-[(2-methylphenyl)methyl]acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2ccco2)o1)N(Cc1ccco1)C1=CCCCC1,386.1169,1,191.65,"N-(cyclohex-1-en-1-yl)-2-{[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(furan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2ccco2)o1)N(Cc1ccco1)C1=CCCCC1,384.1024,-1,198.82,"N-(cyclohex-1-en-1-yl)-2-{[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(furan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CCNC(=O)NC(=O)CSc1nnc(Cc2cccs2)n1C1CC1,366.1053,1,186.19,"1-(2-{[4-cyclopropyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-3-ethylurea",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CCNC(=O)NC(=O)CSc1nnc(Cc2cccs2)n1C1CC1,364.0907,-1,179.96,"1-(2-{[4-cyclopropyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}acetyl)-3-ethylurea",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(Cc2ccccc2)o1)N(Cc1ccco1)C1=CCCCC1,410.1533,1,202.67,"2-[(5-benzyl-1,3,4-oxadiazol-2-yl)sulfanyl]-N-(cyclohex-1-en-1-yl)-N-(furan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(Cc2ccccc2)o1)N(Cc1ccco1)C1=CCCCC1,432.1352,1,198.01,"2-[(5-benzyl-1,3,4-oxadiazol-2-yl)sulfanyl]-N-(cyclohex-1-en-1-yl)-N-(furan-2-ylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
O=C(CSc1nnc2n1CCCCC2)N1N=C(c2ccco2)CC1c1cccs1,450.1029,1,201.02,"1-[3-(furan-2-yl)-5-(thiophen-2-yl)-4,5-dihydropyrazol-1-yl]-2-{5H,6H,7H,8H,9H-[1,2,4]triazolo[4,3-a]azepin-3-ylsulfanyl}ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1nc(Sc2nnc(CN3CCCC3)o2)c2cc(-c3ccccc3)sc2n1,410.1104,1,198.22,"2-({2-methyl-6-phenylthieno[2,3-d]pyrimidin-4-yl}sulfanyl)-5-(pyrrolidin-1-ylmethyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1cc(C(=O)CSc2ncn[nH]2)c(C)n1C1CC1,277.1118,1,166.17,"1-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)-2-(4H-1,2,4-triazol-3-ylsulfanyl)ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1cc(C(=O)CSc2ncn[nH]2)c(C)n1C1CC1,275.0972,-1,160.26,"1-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)-2-(4H-1,2,4-triazol-3-ylsulfanyl)ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C(CSc1nnc(-c2ccccc2Br)o1)NCC1CCCCC1,410.0532,1,195.11,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(cyclohexylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C(CSc1nnc(-c2ccccc2Br)o1)NCC1CCCCC1,408.0387,-1,193.6,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-N-(cyclohexylmethyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(C)(C)c1nc(CSc2nnc(-c3cccnc3)o2)no1,318.1019,1,186.55,"3-(5-{[(5-tert-butyl-1,2,4-oxadiazol-3-yl)methyl]sulfanyl}-1,3,4-oxadiazol-2-yl)pyridine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1csc(Sc2nc(CN3CCOCC3)nc3scc(-c4cccs4)c23)n1,447.0436,1,200.44,"4-({4-[(4-methyl-1,3-thiazol-2-yl)sulfanyl]-5-(thiophen-2-yl)thieno[2,3-d]pyrimidin-2-yl}methyl)morpholine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1csc(Sc2nc(CN3CCOCC3)nc3scc(-c4cccs4)c23)n1,469.0256,1,202.33,"4-({4-[(4-methyl-1,3-thiazol-2-yl)sulfanyl]-5-(thiophen-2-yl)thieno[2,3-d]pyrimidin-2-yl}methyl)morpholine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CCN(Cc1ccc(Br)s1)C(=O)CSc1nnc(C2CC2)n1C1CC1,441.0413,1,183.52,"N-[(5-bromothiophen-2-yl)methyl]-2-[(4,5-dicyclopropyl-1,2,4-triazol-3-yl)sulfanyl]-N-ethylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1occc1-c1nnc(SCc2cc(-c3cccs3)on2)o1,346.0315,1,181.39,"2-(2-methylfuran-3-yl)-5-({[5-(thiophen-2-yl)-1,2-oxazol-3-yl]methyl}sulfanyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1occc1-c1nnc(SCc2cc(-c3cccs3)on2)o1,368.0134,1,192.09,"2-(2-methylfuran-3-yl)-5-({[5-(thiophen-2-yl)-1,2-oxazol-3-yl]methyl}sulfanyl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1nnc(SCc2cc(-c3ccccc3)on2)n1Cc1ccccc1,363.1274,1,189.12,"4-benzyl-3-methyl-5-{[(5-phenyl-1,2-oxazol-3-yl)methyl]sulfanyl}-1,2,4-triazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1nnc(SCc2cc(-c3ccccc3)on2)n1Cc1ccccc1,385.1094,1,195.61,"4-benzyl-3-methyl-5-{[(5-phenyl-1,2-oxazol-3-yl)methyl]sulfanyl}-1,2,4-triazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1ccc(C)c(Sc2ncccc2C(=O)Nc2ccnn2Cc2cccnc2)c1,416.154,1,194.19,"2-[(2,5-dimethylphenyl)sulfanyl]-N-[2-(pyridin-3-ylmethyl)pyrazol-3-yl]pyridine-3-carboxamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1ccc(C)c(Sc2ncccc2C(=O)Nc2ccnn2Cc2cccnc2)c1,414.1394,-1,202.68,"2-[(2,5-dimethylphenyl)sulfanyl]-N-[2-(pyridin-3-ylmethyl)pyrazol-3-yl]pyridine-3-carboxamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1cc(C(=O)CSc2nnc(-c3ccccc3Br)o2)c(C)n1C1CC1,432.0376,1,196.09,"2-{[5-(2-bromophenyl)-1,3,4-oxadiazol-2-yl]sulfanyl}-1-(1-cyclopropyl-2,5-dimethylpyrrol-3-yl)ethanone",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1c(SCC(=O)N(Cc2ccccc2F)C2CC2)nnc1-c1ccco1,387.1286,1,189.96,"N-cyclopropyl-N-[(2-fluorophenyl)methyl]-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1c(SCC(=O)N(Cc2ccccc2F)C2CC2)nnc1-c1ccco1,409.1105,1,187.75,"N-cyclopropyl-N-[(2-fluorophenyl)methyl]-2-{[5-(furan-2-yl)-4-methyl-1,2,4-triazol-3-yl]sulfanyl}acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
C=CCn1c(SC(C)c2nc(C(C)(C)C)no2)nnc1C1CCS(=O)(=O)C1,434.1291,1,193.82,"3-(5-{[1-(3-tert-butyl-1,2,4-oxadiazol-5-yl)ethyl]sulfanyl}-4-(prop-2-en-1-yl)-1,2,4-triazol-3-yl)-1lambda6-thiolane-1,1-dione",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
C=CCn1c(SC(C)c2nc(C(C)(C)C)no2)nnc1C1CCS(=O)(=O)C1,410.1326,-1,204.91,"3-(5-{[1-(3-tert-butyl-1,2,4-oxadiazol-5-yl)ethyl]sulfanyl}-4-(prop-2-en-1-yl)-1,2,4-triazol-3-yl)-1lambda6-thiolane-1,1-dione",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
NC(=O)Cn1c(SCc2ccccc2F)nnc1C1CC1,307.1023,1,166.17,"2-(3-cyclopropyl-5-{[(2-fluorophenyl)methyl]sulfanyl}-1,2,4-triazol-4-yl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
NC(=O)Cn1c(SCc2ccccc2F)nnc1C1CC1,329.0843,1,173.34,"2-(3-cyclopropyl-5-{[(2-fluorophenyl)methyl]sulfanyl}-1,2,4-triazol-4-yl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
NC(=O)Cn1c(SCc2ccccc2F)nnc1C1CC1,305.0878,-1,178.73,"2-(3-cyclopropyl-5-{[(2-fluorophenyl)methyl]sulfanyl}-1,2,4-triazol-4-yl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1occc1-c1nnc(SCc2nnc(-c3cccs3)o2)n1C,360.0583,1,181.05,"2-({[4-methyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-(thiophen-2-yl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1occc1-c1nnc(SCc2nnc(-c3cccs3)o2)n1C,382.0403,1,192.86,"2-({[4-methyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-(thiophen-2-yl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1occc1-c1nnc(SCc2nnc(-c3cccs3)o2)n1C,358.0438,-1,187.81,"2-({[4-methyl-5-(2-methylfuran-3-yl)-1,2,4-triazol-3-yl]sulfanyl}methyl)-5-(thiophen-2-yl)-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CN(CCC#N)C(=O)CSc1nnc(-c2cccs2)n1C1CC1,348.0947,1,174.09,"N-(2-cyanoethyl)-2-{[4-cyclopropyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}-N-methylacetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1c(SCc2ccc(Br)cc2F)nnc1-c1cnccn1,379.9975,1,175.54,"2-(5-{[(4-bromo-2-fluorophenyl)methyl]sulfanyl}-4-methyl-1,2,4-triazol-3-yl)pyrazine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cn1c(SCc2ccc(Br)cc2F)nnc1-c1cnccn1,401.9795,1,201.0,"2-(5-{[(4-bromo-2-fluorophenyl)methyl]sulfanyl}-4-methyl-1,2,4-triazol-3-yl)pyrazine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
COC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,481.1363,1,221.4,"methyl 5-(2-{[4-benzyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}propanoyl)-2,4-dimethyl-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
COC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,503.1182,1,211.48,"methyl 5-(2-{[4-benzyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}propanoyl)-2,4-dimethyl-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
COC(=O)c1c(C)[nH]c(C(=O)C(C)Sc2nnc(-c3cccs3)n2Cc2ccccc2)c1C,479.1217,-1,211.25,"methyl 5-(2-{[4-benzyl-5-(thiophen-2-yl)-1,2,4-triazol-3-yl]sulfanyl}propanoyl)-2,4-dimethyl-1H-pyrrole-3-carboxylate",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
O=C1OCCC1Sc1nnc(Cc2cccs2)n1C1CCCCC1,364.1148,1,184.51,"3-{[4-cyclohexyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}oxolan-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
O=C1OCCC1Sc1nnc(Cc2cccs2)n1C1CCCCC1,386.0967,1,192.51,"3-{[4-cyclohexyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}oxolan-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
O=C1OCCC1Sc1nnc(Cc2cccs2)n1C1CCCCC1,362.1002,-1,181.83,"3-{[4-cyclohexyl-5-(thiophen-2-ylmethyl)-1,2,4-triazol-3-yl]sulfanyl}oxolan-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
Cc1cc(CSc2nnc(-c3ccccc3F)o2)on1,292.0551,1,160.67,"2-(2-fluorophenyl)-5-{[(3-methyl-1,2-oxazol-5-yl)methyl]sulfanyl}-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
Cc1cc(CSc2nnc(-c3ccccc3F)o2)on1,314.037,1,170.22,"2-(2-fluorophenyl)-5-{[(3-methyl-1,2-oxazol-5-yl)methyl]sulfanyl}-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
Cc1cc(CSc2nnc(-c3ccccc3F)o2)on1,290.0405,-1,162.73,"2-(2-fluorophenyl)-5-{[(3-methyl-1,2-oxazol-5-yl)methyl]sulfanyl}-1,3,4-oxadiazole",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(C)(C)C1CCc2sc(-c3nnc(CSc4nnc(CN5CCCC5=O)o4)o3)cc2C1,474.1628,1,215.76,"1-{[5-({[5-(5-tert-butyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)-1,3,4-oxadiazol-2-yl]methyl}pyrrolidin-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(C)(C)C1CCc2sc(-c3nnc(CSc4nnc(CN5CCCC5=O)o4)o3)cc2C1,496.1448,1,225.33,"1-{[5-({[5-(5-tert-butyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)-1,3,4-oxadiazol-2-yl]methyl}pyrrolidin-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CC(C)(C)C1CCc2sc(-c3nnc(CSc4nnc(CN5CCCC5=O)o4)o3)cc2C1,472.1483,-1,218.14,"1-{[5-({[5-(5-tert-butyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)-1,3,4-oxadiazol-2-yl]methyl}pyrrolidin-2-one",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
c1ccc(Cn2c(SCc3nnc(-c4ccco4)o3)nnc2N2CCOCC2)cc1,425.139,1,197.45,"4-[4-benzyl-5-({[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)-1,2,4-triazol-3-yl]morpholine",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
c1ccc(Cn2c(SCc3nnc(-c4ccco4)o3)nnc2N2CCOCC2)cc1,423.1245,-1,204.4,"4-[4-benzyl-5-({[5-(furan-2-yl)-1,3,4-oxadiazol-2-yl]methyl}sulfanyl)-1,2,4-triazol-3-yl]morpholine",Organosulfur compounds,Thioethers,Aryl thioethers,[M-H]-,METLIN
CC(C)CN(C(=O)CSc1nccn1C)C1CCS(=O)(=O)C1,346.1254,1,178.36,"N-(1,1-dioxo-1lambda6-thiolan-3-yl)-2-[(1-methylimidazol-2-yl)sulfanyl]-N-(2-methylpropyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
CC(C)CN(C(=O)CSc1nccn1C)C1CCS(=O)(=O)C1,368.1073,1,182.05,"N-(1,1-dioxo-1lambda6-thiolan-3-yl)-2-[(1-methylimidazol-2-yl)sulfanyl]-N-(2-methylpropyl)acetamide",Organosulfur compounds,Thioethers,Aryl thioethers,[M+Na]+,METLIN
CC(NC(=O)CSc1ncccc1Cl)c1cccs1,313.0231,1,172.0,2-[(3-chloropyridin-2-yl)sulfanyl]-N-[1-(thiophen-2-yl)ethyl]acetamide,Organosulfur compounds,Thioethers,Aryl thioethers,[M+H]+,METLIN
